,popularity,duration,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_BLACKPINK,artist_BTS,artist_ENHYPEN,artist_ITZY,artist_IU,artist_JEON SOMI,artist_MAMAMOO,artist_Others,artist_Red Velvet,artist_SEVENTEEN,artist_Stray Kids,artist_TOMORROW X TOGETHER,artist_TWICE,artist_aespa,artist_j-hope
300,59,238.193,0,0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301,65,167.333,0,0.711,0.77,10,-4.724,0,0.0826,0.135,8.9e-06,0.18,0.927,139.968,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
302,68,195.813,0,0.769,0.926,6,-1.627,1,0.0788,0.0127,0.0,0.285,0.551,100.034,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
303,64,228.615,0,0.635,0.79,2,-4.897,1,0.0336,0.404,0.0,0.0919,0.577,104.936,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
304,61,290.96,0,0.607,0.636,5,-5.605,1,0.0324,0.179,0.0,0.176,0.421,98.997,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
305,65,225.697,0,0.761,0.761,5,-5.721,0,0.0899,0.242,0.0,0.103,0.484,121.971,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306,62,208.088,0,0.576,0.698,1,-6.544,1,0.0369,0.00848,0.0,0.367,0.462,81.028,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
307,58,101.635,0,0.734,0.295,11,-8.598,1,0.889,0.636,0.0,0.0741,0.788,199.99,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
308,63,223.441,0,0.595,0.754,1,-4.527,0,0.0554,0.0245,0.0,0.0726,0.672,129.951,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
309,70,175.293,0,0.555,0.945,2,-1.934,1,0.127,0.0453,0.0,0.244,0.389,160.006,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310,62,231.384,0,0.492,0.931,9,-3.837,0,0.297,0.00244,0.0,0.353,0.444,166.071,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
311,65,323.36,0,0.618,0.766,3,-4.507,1,0.0323,0.117,0.0,0.121,0.448,113.997,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,66,199.293,0,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0933,0.737,114.044,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
313,67,239.613,0,0.65,0.456,1,-5.742,1,0.0299,0.659,0.0,0.122,0.475,82.063,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
314,62,214.851,0,0.528,0.423,8,-7.381,1,0.0264,0.678,0.00148,0.167,0.249,135.917,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
315,71,193.173,0,0.84,0.656,6,-5.162,0,0.0401,0.0287,4.38e-06,0.0714,0.783,121.99,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
316,63,225.785,0,0.397,0.166,9,-10.678,1,0.0349,0.884,0.0,0.1,0.131,134.708,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
317,69,199.133,0,0.621,0.821,6,-3.662,0,0.0364,0.00548,0.000578,0.142,0.646,120.062,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
318,65,139.971,0,0.477,0.581,8,-8.795,1,0.119,0.523,0.0,0.201,0.282,129.571,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,63,195.546,0,0.73,0.784,9,-2.62,1,0.0691,0.191,0.0,0.0956,0.673,99.995,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
320,61,227.275,0,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,66,208.853,0,0.551,0.885,6,-1.489,1,0.124,0.139,0.0,0.114,0.509,172.95,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
322,71,170.805,0,0.604,0.886,4,-3.523,0,0.061,0.0925,0.0,0.596,0.401,127.098,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
323,64,237.54,0,0.661,0.838,0,-4.806,1,0.116,0.00491,0.0,0.287,0.526,91.463,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324,63,292.853,0,0.608,0.644,5,-5.588,1,0.0314,0.156,0.0,0.124,0.431,99.005,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
325,70,186.76,0,0.668,0.705,9,-5.731,0,0.0356,0.0274,0.0,0.215,0.549,129.984,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
326,64,225.22,0,0.723,0.906,1,-4.777,0,0.281,0.0929,0.0,0.0771,0.393,125.023,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327,62,222.732,0,0.733,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.42,126.035,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328,63,223.933,0,0.753,0.95,8,-5.09,0,0.16,0.0104,6.32e-06,0.134,0.868,144.02,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,65,244.156,0,0.704,0.96,1,-2.606,0,0.192,0.0808,0.0,0.383,0.751,116.024,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330,50,194.546,0,0.878,0.723,3,-3.334,0,0.102,0.00227,0.0,0.0516,0.619,126.01,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
331,65,190.422,0,0.749,0.85,0,-4.346,1,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
332,71,191.695,0,0.605,0.805,6,-3.212,1,0.0641,0.313,0.0,0.659,0.738,148.298,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333,68,199.873,0,0.79,0.853,11,-4.564,0,0.0666,0.00116,4.23e-05,0.329,0.713,125.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,68,212.986,0,0.708,0.852,2,-4.398,1,0.0851,0.0525,0.00016,0.399,0.396,129.946,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
335,72,195.053,0,0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
336,66,187.573,0,0.843,0.794,8,-3.013,1,0.146,0.0637,0.00023,0.104,0.319,160.005,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
337,71,207.013,0,0.75,0.941,8,-1.759,1,0.0609,0.0111,2.11e-06,0.228,0.867,129.978,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
338,70,178.133,0,0.472,0.8,0,-3.681,1,0.265,0.289,0.0,0.149,0.548,72.203,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
339,73,176.973,0,0.778,0.8,2,-3.529,1,0.227,0.254,0.0,0.139,0.585,137.997,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
340,62,246.817,0,0.577,0.811,9,-5.146,0,0.117,0.111,0.0,0.346,0.456,105.966,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,66,207.617,0,0.564,0.979,9,-3.102,1,0.104,0.0091,0.0,0.249,0.505,126.059,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
342,70,198.72,0,0.687,0.866,7,-2.01,1,0.0466,0.0301,0.0,0.0755,0.696,160.066,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
343,64,272.537,0,0.442,0.928,7,-4.096,1,0.207,0.0257,0.0,0.1,0.601,169.847,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,68,207.813,0,0.723,0.903,4,-1.262,0,0.033,0.413,0.000377,0.118,0.443,132.006,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345,65,274.991,0,0.622,0.728,6,-5.111,1,0.286,0.0511,0.0,0.171,0.394,139.994,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,62,236.748,0,0.558,0.856,11,-3.815,0,0.0531,0.00153,0.0,0.0979,0.53,132.89,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347,65,58.871,0,0.607,0.355,5,-14.867,1,0.828,0.948,0.000281,0.706,0.964,125.308,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
348,66,156.364,0,0.465,0.407,5,-7.859,1,0.0819,0.715,0.0,0.0523,0.347,66.802,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
349,62,202.76,0,0.753,0.91,0,-2.591,1,0.0517,0.171,0.0,0.367,0.825,123.983,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350,62,209.751,0,0.597,0.909,11,-4.5,0,0.16,0.0443,0.0,0.374,0.564,146.87,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,59,216.555,0,0.603,0.834,1,-2.339,0,0.0287,0.353,0.0,0.0989,0.555,102.038,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
352,62,240.613,0,0.748,0.868,5,-2.296,0,0.0533,0.0225,4.85e-06,0.367,0.513,124.952,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,64,171.023,0,0.486,0.871,9,-4.475,0,0.337,0.0278,0.0,0.313,0.659,85.411,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
354,65,90.539,0,0.512,0.394,9,-10.202,0,0.0263,0.0149,0.901,0.309,0.083,80.522,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355,65,198.795,0,0.74,0.804,3,-2.187,1,0.0546,0.411,0.0,0.0578,0.791,150.013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
356,67,228.759,0,0.749,0.961,8,-6.518,0,0.0874,0.00512,0.0,0.175,0.859,116.037,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
357,65,202.44,0,0.591,0.818,4,-3.532,1,0.073,0.172,0.0,0.126,0.574,108.107,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
358,58,264.538,0,0.458,0.384,8,-5.045,1,0.0267,0.734,0.0,0.0985,0.157,148.21,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
359,73,192.026,0,0.753,0.932,6,-2.706,1,0.119,0.0205,4.31e-06,0.0326,0.918,124.006,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360,61,210.546,0,0.776,0.785,9,-4.085,0,0.058,0.295,0.000807,0.169,0.5,98.036,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
361,59,227.191,0,0.655,0.756,8,-4.388,1,0.07,0.0298,0.0,0.396,0.469,121.936,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
362,66,185.0,0,0.519,0.726,11,-2.874,1,0.0446,0.518,0.0,0.116,0.453,171.97,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
363,71,164.441,0,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,62,212.419,0,0.844,0.462,1,-5.969,0,0.0421,0.804,0.0,0.0923,0.636,102.94,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,66,294.463,0,0.817,0.797,1,-4.395,0,0.0839,0.00533,7.77e-06,0.0551,0.361,119.978,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
366,67,167.797,0,0.722,0.918,8,-2.952,1,0.0607,0.141,0.0,0.409,0.831,100.024,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
367,57,231.555,0,0.467,0.453,8,-8.104,0,0.0405,0.694,0.0,0.111,0.241,135.302,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
368,64,196.018,0,0.616,0.833,3,-3.314,0,0.067,0.315,0.0,0.175,0.595,97.898,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
369,0,194.546,0,0.882,0.736,3,-2.892,0,0.116,0.00222,0.0,0.0515,0.582,125.995,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
370,63,208.201,0,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.219,0.64,141.87,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
371,68,172.36,0,0.733,0.837,1,-4.537,1,0.0992,0.0671,0.0,0.0939,0.606,76.453,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
372,65,203.731,0,0.741,0.547,9,-5.029,1,0.253,0.427,0.0,0.0931,0.615,87.977,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
373,69,237.68,0,0.702,0.913,11,-2.977,1,0.0374,0.0514,3.72e-06,0.166,0.735,137.981,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
374,62,245.81,0,0.734,0.848,1,-4.433,1,0.102,0.000913,0.000247,0.256,0.37,112.021,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,67,199.013,0,0.572,0.964,4,-1.949,0,0.123,0.0503,0.0,0.372,0.519,129.979,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
376,0,219.493,0,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
377,65,198.08,0,0.633,0.775,6,-3.747,1,0.0413,0.348,0.0,0.612,0.486,134.093,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
378,66,209.482,0,0.533,0.292,9,-7.1,1,0.0364,0.914,0.0,0.118,0.472,135.624,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
379,73,213.426,0,0.722,0.676,11,-5.885,0,0.0829,0.000835,1.2e-05,0.321,0.362,129.943,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,63,196.998,0,0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
381,62,215.88,0,0.717,0.868,7,-3.073,1,0.04,0.438,0.0,0.148,0.552,100.005,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
382,69,203.945,0,0.617,0.57,5,-4.28,0,0.0308,0.0178,5.92e-06,0.55,0.375,107.971,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,55,232.653,0,0.679,0.541,7,-5.132,1,0.0332,0.662,0.0,0.338,0.28,111.784,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
384,65,267.15,0,0.619,0.804,10,-3.301,0,0.0424,0.0135,0.0,0.127,0.314,104.978,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,59,213.946,0,0.479,0.535,11,-6.676,0,0.03,0.49,0.0,0.0923,0.21,82.024,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
386,54,185.0,0,0.402,0.731,8,-3.529,1,0.0693,0.508,0.0,0.146,0.631,171.594,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
387,63,233.013,0,0.681,0.847,7,-2.462,1,0.0869,0.0306,0.0,0.0808,0.507,167.031,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
388,65,210.013,0,0.683,0.685,7,-5.381,1,0.0425,0.00195,0.0,0.0582,0.381,129.993,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
389,66,229.678,0,0.497,0.431,5,-4.755,0,0.0287,0.66,0.0,0.153,0.167,133.675,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
390,66,192.333,0,0.703,0.941,7,-0.995,0,0.0808,0.131,0.0,0.319,0.758,102.969,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
391,69,217.053,0,0.819,0.674,0,-3.145,1,0.0587,0.0849,0.0,0.0667,0.682,106.032,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,61,171.023,0,0.486,0.871,9,-4.475,0,0.337,0.0278,0.0,0.313,0.659,85.411,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
393,61,171.68,0,0.614,0.513,10,-5.442,1,0.0291,0.482,0.0,0.114,0.336,86.005,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
394,64,121.77,0,0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.251,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395,67,237.576,0,0.507,0.533,3,-4.396,1,0.0264,0.379,0.0,0.0771,0.429,92.916,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
396,67,227.226,0,0.874,0.787,10,-2.416,0,0.129,0.118,0.0,0.11,0.896,108.007,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
397,77,184.444,0,0.882,0.797,10,-3.299,0,0.0819,0.0821,0.0,0.113,0.824,105.025,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
398,70,194.08,0,0.764,0.802,0,-4.217,1,0.0351,0.102,0.0,0.189,0.323,132.02,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
399,62,225.817,0,0.643,0.735,2,-3.703,1,0.0302,0.0786,0.0,0.101,0.502,111.961,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,66,153.706,0,0.616,0.395,0,-3.167,1,0.0607,0.379,0.0,0.0871,0.631,74.422,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
401,64,189.146,0,0.633,0.706,10,-5.137,0,0.0627,0.000588,0.0794,0.245,0.399,128.185,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
402,67,189.049,0,0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,0.639,114.953,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
403,61,187.0,0,0.807,0.767,0,-3.643,1,0.0777,0.0308,0.0,0.285,0.855,110.994,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404,58,175.375,0,0.779,0.656,8,-5.711,1,0.0641,0.0142,0.0,0.217,0.802,121.938,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
405,66,197.746,0,0.691,0.859,1,-4.118,1,0.112,0.0302,0.0,0.165,0.541,124.958,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
406,56,185.944,0,0.678,0.827,7,-4.894,1,0.106,0.0103,1.39e-05,0.0372,0.556,179.972,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
407,69,181.76,0,0.695,0.896,5,-1.24,1,0.0847,0.179,0.0,0.0626,0.508,119.959,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
408,70,196.17,0,0.568,0.809,11,-3.869,0,0.0517,0.000253,3.33e-05,0.151,0.709,155.029,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
409,57,210.577,0,0.485,0.897,5,-2.383,0,0.0678,0.0184,0.0,0.296,0.649,78.851,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,63,195.855,0,0.704,0.787,0,-3.114,1,0.082,0.114,0.0,0.228,0.707,96.929,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
411,59,238.494,0,0.466,0.804,2,-4.009,0,0.0392,0.0573,0.0,0.432,0.352,154.901,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,55,210.268,0,0.563,0.902,11,-4.634,0,0.194,0.0184,5.2e-06,0.368,0.364,139.939,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,62,171.023,0,0.486,0.871,9,-4.475,0,0.337,0.0278,0.0,0.313,0.659,85.411,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,66,164.853,0,0.686,0.825,7,-3.192,1,0.0582,0.248,0.0,0.0761,0.603,90.053,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
415,63,203.933,0,0.624,0.86,1,-3.346,1,0.0387,0.0886,1.1e-05,0.123,0.447,99.968,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
416,61,209.493,0,0.703,0.845,11,-3.479,0,0.0682,0.0296,0.0,0.213,0.428,139.936,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
